country_id,energy_indicator_id,year,indicator_value,data_source
156,3,2016,59.3,WDI
156,4,2000,8.7,WDI
156,4,2016,26.0,WDI
156,5,2000,88.7,WDI
156,5,2015,87.3,WDI
156,6,2000,99.9,WDI
156,6,2015,99.8,WDI
157,1,2000,100.0,WDI
157,1,2016,100.0,WDI
157,2,2016,100.0,WDI
157,3,2016,100.0,WDI
157,4,2000,100.0,WDI
157,4,2016,100.0,WDI
157,5,2000,3.3,WDI
157,5,2015,5.5,WDI
157,6,2000,3.6,WDI
157,6,2015,12.8,WDI
158,1,2000,100.0,WDI
158,1,2016,100.0,WDI
158,2,2016,100.0,WDI
158,3,2016,100.0,WDI
158,5,2000,3.3,WDI
158,5,2015,3.2,WDI
158,6,2000,14.6,WDI
158,6,2015,15.6,WDI
159,1,2000,100.0,WDI
159,1,2016,100.0,WDI
159,2,2016,100.0,WDI
159,3,2016,100.0,WDI
159,4,2000,100.0,WDI
159,4,2016,100.0,WDI
159,5,2000,26.4,WDI
159,5,2015,32.0,WDI
159,6,2000,69.8,WDI
159,6,2015,80.8,WDI
160,1,2000,69.1,WDI
160,1,2016,90.6,WDI
160,2,2016,99.8,WDI
160,3,2016,80.8,WDI
160,4,2000,47.8,WDI
160,4,2016,80.1,WDI
160,5,2000,38.8,WDI
160,5,2015,50.2,WDI
160,6,2000,60.2,WDI
160,6,2015,65.4,WDI
161,1,2000,8.5,WDI
161,1,2016,15.2,WDI
161,2,2016,46.5,WDI
161,3,2016,2.0,WDI
161,4,2000,0.8,WDI
161,4,2016,3.9,WDI
161,5,2000,89.5,WDI
161,5,2015,88.9,WDI
161,6,2000,87.1,WDI
161,6,2015,87.8,WDI
162,1,2000,40.9,WDI
162,1,2016,55.6,WDI
162,2,2016,83.0,WDI
162,3,2016,38.2,WDI
162,4,2000,7.8,WDI
162,4,2016,11.8,WDI
162,5,2000,82.4,WDI
162,5,2015,83.9,WDI
162,6,2000,21.5,WDI
162,6,2015,16.2,WDI
167,1,2000,100.0,WDI
167,1,2016,100.0,WDI
167,2,2016,100.0,WDI
167,3,2016,100.0,WDI
167,4,2000,100.0,WDI
167,4,2016,100.0,WDI
167,5,2000,48.2,WDI
167,5,2015,65.9,WDI
167,6,2000,100.0,WDI
167,6,2015,100.0,WDI
168,1,2000,99.7,WDI
168,1,2016,100.0,WDI
168,2,2016,100.0,WDI
168,3,2016,100.0,WDI
168,4,2000,100.0,WDI
168,4,2016,100.0,WDI
168,5,2000,0.0,WDI
168,5,2015,0.1,WDI
168,6,2000,0.0,WDI
168,6,2015,0.0,WDI
169,1,2000,75.2,WDI
169,1,2016,93.5,WDI
169,2,2016,98.6,WDI
169,3,2016,89.0,WDI
169,4,2000,75.9,WDI
169,4,2016,88.2,WDI
169,5,2000,33.5,WDI
169,5,2015,33.4,WDI
169,6,2000,0.0,WDI
169,6,2015,0.0,WDI
170,1,2000,94.5,WDI
172,1,2000,88.3,WDI
172,1,2016,95.5,WDI
172,2,2016,99.7,WDI
172,3,2016,84.1,WDI
172,4,2000,84.3,WDI
172,4,2016,96.3,WDI
172,5,2000,27.6,WDI
172,5,2015,30.3,WDI
172,6,2000,53.8,WDI
172,6,2015,61.1,WDI
173,1,2000,15.7,WDI
173,1,2016,21.1,WDI
173,2,2016,59.8,WDI
173,3,2016,10.2,WDI
173,4,2000,2.7,WDI
173,4,2016,8.8,WDI
173,5,2000,81.4,WDI
173,5,2015,79.8,WDI
173,6,2000,32.4,WDI
173,6,2015,30.8,WDI
174,1,2000,94.5,WDI
174,1,2016,99.3,WDI
174,2,2016,99.9,WDI
174,3,2016,98.6,WDI
174,4,2000,98.9,WDI
174,4,2016,100.0,WDI
174,5,2000,41.9,WDI
174,6,2000,99.8,WDI
174,6,2015,99.9,WDI
175,1,2000,76.0,WDI
175,1,2016,93.4,WDI
175,2,2016,98.4,WDI
175,3,2016,84.6,WDI
175,4,2000,82.4,WDI
175,4,2016,95.6,WDI
175,5,2000,12.3,WDI
175,5,2015,16.9,WDI
175,6,2000,64.2,WDI
175,6,2015,62.1,WDI
176,1,2000,82.6,WDI
176,1,2016,90.8,WDI
176,2,2016,97.7,WDI
176,3,2016,81.3,WDI
176,4,2000,77.7,WDI
176,4,2016,86.6,WDI
176,5,2000,17.4,WDI
176,5,2015,18.0,WDI
176,6,2000,31.7,WDI
176,6,2015,28.8,WDI
178,1,2000,100.0,WDI
178,1,2016,100.0,WDI
178,2,2016,100.0,WDI
178,3,2016,100.0,WDI
178,4,2000,99.7,WDI
178,4,2016,100.0,WDI
178,5,2000,5.8,WDI
178,5,2015,11.6,WDI
178,6,2000,0.2,WDI
178,6,2015,11.5,WDI
179,1,2000,100.0,WDI
179,1,2016,100.0,WDI
179,2,2016,100.0,WDI
179,3,2016,100.0,WDI
179,4,2000,100.0,WDI
179,4,2016,100.0,WDI
179,5,2000,19.0,WDI
179,5,2015,30.5,WDI
179,6,2000,37.3,WDI
179,6,2015,53.7,WDI
180,1,2000,100.0,WDI
180,1,2016,100.0,WDI
180,2,2016,100.0,WDI
180,3,2016,100.0,WDI
180,4,2000,100.0,WDI
180,4,2016,100.0,WDI
180,5,2000,1.0,WDI
180,5,2015,0.9,WDI
180,6,2000,0.1,WDI
180,6,2015,0.5,WDI
181,1,2000,100.0,WDI
181,1,2016,100.0,WDI
181,2,2016,100.0,WDI
181,3,2016,100.0,WDI
181,4,2000,100.0,WDI
181,4,2016,100.0,WDI
181,5,2000,0.0,WDI
181,5,2015,0.0,WDI
181,6,2000,0.0,WDI
181,6,2015,0.0,WDI
183,1,2000,100.0,WDI
183,1,2016,100.0,WDI
183,2,2016,100.0,WDI
183,3,2016,100.0,WDI
183,4,2000,97.8,WDI
183,4,2016,100.0,WDI
183,5,2000,15.2,WDI
183,5,2015,23.5,WDI
183,6,2000,23.1,WDI
183,6,2015,43.4,WDI
184,1,2000,100.0,WDI
184,1,2016,100.0,WDI
184,2,2016,100.0,WDI
184,3,2016,100.0,WDI
184,4,2000,100.0,WDI
184,4,2016,100.0,WDI
184,5,2000,2.3,WDI
184,5,2015,2.8,WDI
184,6,2000,17.3,WDI
184,6,2015,16.8,WDI
185,1,2000,6.4,WDI
185,1,2016,27.5,WDI
185,2,2016,70.9,WDI
185,3,2016,18.9,WDI
185,4,2000,0.8,WDI
185,4,2016,1.6,WDI
185,5,2000,85.2,WDI
185,5,2015,85.1,WDI
185,6,2000,99.9,WDI
185,6,2015,97.4,WDI
193,1,2000,97.5,WDI
193,1,2016,100.0,WDI
193,2,2016,100.0,WDI
193,3,2016,100.0,WDI
193,4,2000,77.9,WDI
193,4,2016,85.4,WDI
193,5,2000,3.2,WDI
193,5,2015,7.7,WDI
193,6,2000,0.0,WDI
193,6,2015,14.6,WDI
195,1,2000,28.7,WDI
195,1,2016,69.5,WDI
195,2,2016,98.1,WDI
195,3,2016,51.1,WDI
195,4,2000,1.5,WDI
195,4,2016,13.2,WDI
195,5,2000,50.1,WDI
195,5,2015,40.6,WDI
195,6,2000,98.3,WDI
195,6,2015,98.9,WDI
196,1,2000,99.6,WDI
196,1,2016,100.0,WDI
196,2,2016,100.0,WDI
196,3,2016,100.0,WDI
196,4,2000,100.0,WDI
196,4,2016,100.0,WDI
196,5,2000,0.0,WDI
196,5,2015,0.0,WDI
196,6,2000,0.0,WDI
196,6,2015,0.0,WDI
197,1,2016,60.2,WDI
197,2,2016,88.7,WDI
197,3,2016,35.4,WDI
197,4,2016,19.3,WDI
197,5,2000,47.2,WDI
197,5,2015,46.7,WDI
197,6,2000,99.0,WDI
197,6,2015,99.4,WDI
198,1,2000,100.0,WDI
198,1,2016,100.0,WDI
198,2,2016,100.0,WDI
198,3,2016,100.0,WDI
198,4,2000,99.3,WDI
198,4,2016,100.0,WDI
198,5,2000,15.8,WDI
198,5,2015,24.7,WDI
198,6,2000,28.8,WDI
198,6,2015,32.7,WDI
199,1,2000,100.0,WDI
199,1,2016,100.0,WDI
199,2,2016,100.0,WDI
199,3,2016,100.0,WDI
199,4,2000,100.0,WDI
199,4,2016,100.0,WDI
199,5,2000,0.8,WDI
199,5,2015,1.1,WDI
199,6,2000,0.0,WDI
199,6,2015,0.0,WDI
200,1,2000,4.3,WDI
200,1,2016,20.8,WDI
200,2,2016,49.5,WDI
200,3,2016,6.7,WDI
200,4,2000,0.3,WDI
200,4,2016,2.9,WDI
200,5,2000,90.8,WDI
200,5,2015,88.8,WDI
200,6,2000,95.7,WDI
200,6,2015,96.5,WDI
201,1,2000,100.0,WDI
201,1,2016,100.0,WDI
201,2,2016,100.0,WDI
201,3,2016,100.0,WDI
201,4,2000,100.0,WDI
201,4,2016,100.0,WDI
201,5,2000,0.1,WDI
201,5,2015,0.1,WDI
201,6,2000,0.0,WDI
201,6,2015,0.0,WDI
203,1,2000,100.0,WDI
203,1,2016,100.0,WDI
203,2,2016,100.0,WDI
203,3,2016,100.0,WDI
203,4,2000,98.6,WDI
203,4,2016,99.9,WDI
203,5,2000,3.7,WDI
203,5,2015,11.5,WDI
203,6,2000,19.1,WDI
203,6,2015,20.5,WDI
204,1,2000,100.0,WDI
204,1,2016,100.0,WDI
204,2,2016,100.0,WDI
204,3,2016,100.0,WDI
204,4,2000,99.9,WDI
204,4,2016,100.0,WDI
204,5,2000,16.2,WDI
204,5,2015,21.6,WDI
204,6,2000,35.3,WDI
204,6,2015,34.5,WDI
205,1,2000,10.2,WDI
205,4,2000,2.7,WDI
205,4,2016,22.4,WDI
205,5,2000,94.9,WDI
207,1,2000,78.2,WDI
207,1,2016,84.2,WDI
207,2,2016,97.4,WDI
207,3,2016,69.9,WDI
207,4,2000,84.9,WDI
207,4,2016,88.3,WDI
207,5,2000,16.8,WDI
207,5,2015,18.6,WDI
207,6,2000,0.6,WDI
207,6,2015,1.4,WDI
210,1,2000,100.0,WDI
210,1,2016,100.0,WDI
210,2,2016,100.0,WDI
210,3,2016,100.0,WDI
210,4,2000,100.0,WDI
210,4,2016,100.0,WDI
210,5,2000,6.6,WDI
210,5,2015,14.4,WDI
210,6,2000,24.1,WDI
210,6,2015,38.6,WDI
211,1,2000,71.0,WDI
211,1,2016,98.5,WDI
211,2,2016,99.8,WDI
211,3,2016,97.5,WDI
211,4,2000,82.4,WDI
211,4,2016,98.8,WDI
211,5,2000,59.3,WDI
211,5,2015,55.8,WDI
211,6,2000,70.4,WDI
211,6,2015,49.2,WDI
212,1,2000,36.5,WDI
212,1,2016,50.0,WDI
212,2,2016,75.4,WDI
212,3,2016,36.9,WDI
212,4,2000,8.4,WDI
212,4,2016,14.0,WDI
212,5,2000,79.5,WDI
212,5,2015,80.1,WDI
213,1,2000,90.9,WDI
213,1,2016,99.6,WDI
213,2,2016,99.9,WDI
213,3,2016,99.4,WDI
213,4,2000,96.3,WDI
213,4,2016,99.8,WDI
213,5,2000,30.2,WDI
213,5,2015,29.9,WDI
215,1,2000,100.0,WDI
215,1,2016,100.0,WDI
215,2,2016,100.0,WDI
215,3,2016,100.0,WDI
215,4,2000,100.0,WDI
215,4,2016,100.0,WDI
215,5,2000,32.9,WDI
215,5,2015,53.9,WDI
215,6,2000,45.8,WDI
215,6,2015,63.1,WDI
216,1,2000,100.0,WDI
216,1,2016,100.0,WDI
216,2,2016,100.0,WDI
216,3,2016,100.0,WDI
216,4,2000,100.0,WDI
216,4,2016,100.0,WDI
216,5,2000,19.2,WDI
216,5,2015,23.3,WDI
216,6,2000,55.5,WDI
216,6,2015,59.6,WDI
217,1,2000,100.0,WDI
217,4,2000,99.3,WDI
219,1,2000,92.5,WDI
219,1,2016,99.9,WDI
219,2,2016,100.0,WDI
219,3,2016,99.9,WDI
219,4,2000,92.2,WDI
219,4,2016,99.9,WDI
219,5,2000,19.2,WDI
219,5,2015,20.2,WDI
219,6,2000,99.7,WDI
219,6,2015,99.9,WDI
220,1,2000,9.6,WDI
220,1,2016,32.8,WDI
220,2,2016,65.3,WDI
220,3,2016,17.3,WDI
220,4,2000,1.1,WDI
220,4,2016,2.2,WDI
220,5,2000,93.7,WDI
220,5,2015,85.7,WDI
220,6,2000,86.4,WDI
220,6,2015,34.2,WDI
221,1,2000,82.1,WDI
221,1,2016,100.0,WDI
221,2,2016,99.9,WDI
221,3,2016,100.0,WDI
221,4,2000,68.0,WDI
221,4,2016,74.4,WDI
221,5,2000,22.0,WDI
221,5,2015,22.9,WDI
221,6,2000,6.8,WDI
221,6,2015,8.5,WDI
222,1,2000,25.6,WDI
222,1,2016,76.5,WDI
222,2,2016,98.4,WDI
222,3,2016,67.2,WDI
222,4,2000,2.3,WDI
222,4,2016,6.9,WDI
222,5,2000,48.3,WDI
222,5,2015,18.2,WDI
222,6,2000,0.0,WDI
222,6,2015,0.0,WDI
223,1,2000,17.0,WDI
223,1,2016,47.4,WDI
223,2,2016,87.1,WDI
223,3,2016,20.2,WDI
223,4,2000,0.3,WDI
223,4,2016,6.7,WDI
223,5,2000,77.1,WDI
223,5,2015,71.3,WDI
223,6,2000,57.1,WDI
223,6,2015,75.3,WDI
225,1,2000,85.4,WDI
225,1,2016,97.0,WDI
225,2,2016,98.6,WDI
225,3,2016,96.5,WDI
225,4,2000,48.0,WDI
225,4,2016,59.2,WDI
225,5,2000,2.5,WDI
225,5,2015,1.9,WDI
225,6,2000,0.0,WDI
225,6,2015,5.9,WDI
226,1,2000,91.3,WDI
226,1,2016,100.0,WDI
226,2,2016,100.0,WDI
226,3,2016,100.0,WDI
226,4,2000,98.7,WDI
226,4,2016,99.3,WDI
226,5,2000,0.8,WDI
226,5,2015,0.3,WDI
226,6,2000,0.4,WDI
226,6,2015,0.0,WDI
227,1,2000,94.8,WDI
227,1,2016,100.0,WDI
227,2,2016,100.0,WDI
227,3,2016,100.0,WDI
227,4,2000,93.3,WDI
227,4,2016,99.1,WDI
227,5,2000,14.2,WDI
227,5,2015,12.6,WDI
227,6,2000,0.0,WDI
227,6,2015,0.0,WDI
228,1,2000,98.5,WDI
228,1,2016,99.9,WDI
228,2,2016,99.7,WDI
228,3,2016,100.0,WDI
228,4,2000,38.7,WDI
228,4,2016,80.4,WDI
228,5,2000,62.4,WDI
228,5,2015,44.7,WDI
228,6,2000,98.4,WDI
228,6,2015,98.5,WDI
232,1,2000,9.2,WDI
232,1,2016,22.3,WDI
232,2,2016,56.1,WDI
232,3,2016,11.8,WDI
232,4,2000,0.5,WDI
232,4,2016,1.4,WDI
232,5,2000,93.2,WDI
232,5,2015,92.8,WDI
232,6,2000,98.9,WDI
232,6,2015,98.6,WDI
233,1,2000,100.0,WDI
233,1,2016,100.0,WDI
233,2,2016,100.0,WDI
233,3,2016,100.0,WDI
233,4,2000,97.7,WDI
233,4,2016,100.0,WDI
233,5,2000,1.7,WDI
233,5,2015,4.5,WDI
233,6,2015,5.1,WDI
234,1,2000,100.0,WDI
234,1,2016,100.0,WDI
234,2,2016,100.0,WDI
234,3,2016,100.0,WDI
234,4,2000,100.0,WDI
234,4,2016,100.0,WDI
234,5,2000,0.0,WDI
234,5,2015,0.0,WDI
234,6,2000,0.0,WDI
234,6,2015,0.0,WDI
235,1,2000,100.0,WDI
235,1,2016,100.0,WDI
235,2,2016,100.0,WDI
235,3,2016,100.0,WDI
235,4,2000,100.0,WDI
235,4,2016,100.0,WDI
235,5,2000,2.8,WDI
235,5,2015,9.0,WDI
235,6,2000,2.8,WDI
235,6,2015,24.8,WDI
236,1,2000,100.0,WDI
236,1,2016,100.0,WDI
236,2,2016,100.0,WDI
236,3,2016,100.0,WDI
236,4,2000,100.0,WDI
236,4,2016,100.0,WDI
236,5,2000,5.3,WDI
236,5,2015,8.7,WDI
236,6,2000,10.6,WDI
236,6,2015,13.6,WDI
238,1,2000,97.8,WDI
238,1,2016,100.0,WDI
238,2,2016,100.0,WDI
238,3,2016,100.0,WDI
238,4,2000,98.8,WDI
238,4,2016,100.0,WDI
238,5,2000,15.7,WDI
238,5,2015,29.9,WDI
238,6,2000,29.1,WDI
238,6,2015,52.2,WDI
239,1,2000,99.9,WDI
239,1,2016,100.0,WDI
239,2,2016,100.0,WDI
239,3,2016,100.0,WDI
239,4,2000,99.9,WDI
239,4,2016,100.0,WDI
239,5,2000,0.3,WDI
239,5,2015,0.2,WDI
239,6,2000,11.6,WDI
239,6,2015,11.0,WDI
240,1,2000,14.0,WDI
240,4,2000,3.3,WDI
240,4,2016,12.2,WDI
240,5,2000,85.7,WDI
240,6,2000,100.0,WDI
241,1,2000,97.9,WDI
241,1,2016,100.0,WDI
241,2,2016,100.0,WDI
241,3,2016,100.0,WDI
241,4,2000,99.5,WDI
241,4,2016,100.0,WDI
241,5,2000,3.6,WDI
241,5,2015,5.0,WDI
241,6,2000,61.4,WDI
241,6,2015,63.1,WDI
242,1,2000,53.2,WDI
242,1,2016,99.1,WDI
242,2,2016,99.8,WDI
242,3,2016,98.4,WDI
242,4,2000,59.0,WDI
242,4,2016,96.4,WDI
242,5,2000,32.2,WDI
242,5,2015,38.6,WDI
171,1,2000,100.0,WDI
171,1,2016,100.0,WDI
171,2,2016,100.0,WDI
171,3,2016,100.0,WDI
171,4,2000,98.5,WDI
171,4,2016,99.6,WDI
171,5,2000,0.1,WDI
171,5,2015,0.1,WDI
247,1,2000,70.0,WDI
247,1,2016,72.4,WDI
247,2,2016,90.4,WDI
247,3,2016,63.9,WDI
247,4,2000,9.4,WDI
247,4,2016,26.6,WDI
248,1,2000,23.0,WDI
248,1,2016,27.5,WDI
248,2,2016,60.6,WDI
248,3,2016,8.6,WDI
248,4,2000,1.4,WDI
248,4,2016,6.7,WDI
248,5,2000,85.1,WDI
248,5,2015,84.1,WDI
248,6,2000,99.9,WDI
248,6,2015,99.9,WDI
249,2,2016,58.3,WDI
249,3,2016,27.7,WDI
249,4,2000,2.2,WDI
249,4,2016,11.2,WDI
249,5,2000,74.6,WDI
249,5,2015,78.0,WDI
249,6,2015,57.7,WDI
